review_item_id,media_key,source_media_id,observation_id,image_url,local_image_path,scientific_name,common_name_fr,common_name_en,common_name_nl,canonical_taxon_id,source_taxon_id,metadata_join_status,organism_group,evidence_type,review_status,failure_reason,global_quality_score,basic_identification_score,field_observation_score,confusion_learning_score,morphology_learning_score,species_card_score,indirect_evidence_learning_score,policy_status,eligible_database_uses,borderline_database_uses,not_recommended_database_uses,basic_identification_policy,field_observation_policy,confusion_learning_policy,morphology_learning_policy,species_card_policy,indirect_evidence_learning_policy,policy_notes,visible_field_marks_summary,limitations_summary,technical_quality,subject_visibility,diagnostic_feature_visibility,biological_sex_value,biological_life_stage_value,biological_plumage_state_value,biological_seasonal_state_value,human_overall_judgment,human_basic_identification_judgment,human_field_observation_judgment,human_confusion_learning_judgment,human_morphology_learning_judgment,human_species_card_judgment,human_indirect_evidence_learning_judgment,human_evidence_type_judgment,human_field_marks_judgment,human_notes,reviewer_name,reviewed_at
pmp-policy-review-0208,inaturalist::192799652,192799652,114153059,https://inaturalist-open-data.s3.amazonaws.com/photos/192799652/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/192799652.jpg,Cygnus olor,,Mute Swan,,taxon:birds:000023,6921,joined_from_manifest,bird,whole_organism,valid,,100,99,100,84,94,100,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,beak:orange bill with black base and knob | neck:long neck,,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0280,inaturalist::26274394,26274394,17310977,https://inaturalist-open-data.s3.amazonaws.com/photos/26274394/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/26274394.jpeg,Fulica atra,,Eurasian Coot,,taxon:birds:000024,482,joined_from_manifest,bird,whole_organism,valid,,100,100,100,85,88,100,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,head:white frontal shield | beak:white beak,,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0015,inaturalist::108344756,108344756,67110526,https://inaturalist-open-data.s3.amazonaws.com/photos/108344756/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/108344756.jpg,Cygnus olor,,Mute Swan,,taxon:birds:000023,6921,joined_from_manifest,bird,whole_organism,valid,,94,99,97,83,81,99,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,beak:orange bill with black base | back:white plumage,,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0345,inaturalist::32181678,32181678,20859786,https://inaturalist-open-data.s3.amazonaws.com/photos/32181678/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/32181678.jpg,Phalacrocorax carbo,,Great Cormorant,,taxon:birds:000028,4270,joined_from_manifest,bird,whole_organism,valid,,93,97,94,84,95,89,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,breast:pale underparts | beak:hooked bill shape,,medium,high,high,unknown,juvenile,juvenile_plumage,unknown,,,,,,,,,,,,
pmp-policy-review-0149,inaturalist::150309125,150309125,90930858,https://inaturalist-open-data.s3.amazonaws.com/photos/150309125/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/150309125.jpeg,Anas platyrhynchos,,Mallard,,taxon:birds:000021,6930,joined_from_manifest,bird,whole_organism,valid,,100,94,100,75,95,100,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:downy juvenile plumage | whole_body:duckling body shape,juvenile plumage is less distinctive than adult plumage,high,high,medium,unknown,juvenile,juvenile_plumage,breeding_season,,,,,,,,,,,,
pmp-policy-review-0326,inaturalist::29903211,29903211,19437445,https://inaturalist-open-data.s3.amazonaws.com/photos/29903211/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/29903211.jpeg,Larus argentatus,,European Herring Gull,,taxon:birds:000027,204533,joined_from_manifest,bird,whole_organism,valid,,75,66,82,62,63,73,,profile_valid,field_observation|species_card,basic_identification|confusion_learning|morphology_learning,,borderline,eligible,borderline,borderline,eligible,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:mottled plumage,subject is distant | limited resolution for fine detail | distant view | subject too small for definitive diagnostic feature assessment,medium,medium,low,unknown,juvenile,juvenile_plumage,unknown,,,,,,,,,,,,
pmp-policy-review-0332,inaturalist::30207516,30207516,19619430,https://inaturalist-open-data.s3.amazonaws.com/photos/30207516/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/30207516.jpeg,Fulica atra,,Eurasian Coot,,taxon:birds:000024,482,joined_from_manifest,bird,whole_organism,valid,,54,57,68,66,58,45,,profile_valid,,basic_identification|field_observation|confusion_learning|morphology_learning,species_card,borderline,borderline,borderline,borderline,not_recommended,not_applicable,global_quality_is_broad_signal_not_selection,head:white frontal shield and bill against dark body,Subject is heavily obscured by branches | The image quality limits fine feature identification | Heavy obstruction by thorny vegetation | long distance | low image resolution,low,low,medium,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0008,inaturalist::103442341,103442341,64350431,https://inaturalist-open-data.s3.amazonaws.com/photos/103442341/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/103442341.jpeg,Ardea cinerea,,Grey Heron,,taxon:birds:000029,4954,joined_from_manifest,bird,whole_organism,valid,,62,53,76,55,63,60,,profile_valid,field_observation,basic_identification|confusion_learning|morphology_learning|species_card,,borderline,eligible,borderline,borderline,borderline,not_applicable,global_quality_is_broad_signal_not_selection,neck:long neck and posture,Subject is quite small in the frame and distant | subject is distant | subject is partially obscured by vegetation,medium,low,low,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0123,inaturalist::134613679,134613679,82041930,https://inaturalist-open-data.s3.amazonaws.com/photos/134613679/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/134613679.jpeg,Anas platyrhynchos,,Mallard,,taxon:birds:000021,6930,joined_from_manifest,bird,multiple_organisms,valid,,100,60,90,64,72,50,62,profile_valid,field_observation|morphology_learning,basic_identification|confusion_learning|indirect_evidence_learning,species_card,borderline,eligible,borderline,eligible,not_recommended,borderline,multiple_organisms_stricter_species_card | global_quality_is_broad_signal_not_selection,head:green head | beak:yellow bill,,high,high,high,male,adult,breeding_plumage,unknown,,,,,,,,,,,,
pmp-policy-review-0299,inaturalist::276197985,276197985,159845468,https://inaturalist-open-data.s3.amazonaws.com/photos/276197985/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/276197985.jpg,Motacilla alba,,White Wagtail,,taxon:birds:000007,13695,joined_from_manifest,bird,whole_organism,valid,,64,67,68,73,53,57,,profile_valid,confusion_learning,basic_identification|field_observation|morphology_learning|species_card,,borderline,borderline,eligible,borderline,borderline,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:black and white plumage pattern,low resolution | distant subject | image resolution is low | bird is distant,low,low,medium,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0176,inaturalist::168655956,168655956,101014950,https://inaturalist-open-data.s3.amazonaws.com/photos/168655956/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/168655956.jpeg,Cygnus olor,,Mute Swan,,taxon:birds:000023,6921,joined_from_manifest,bird,multiple_organisms,valid,,77,47,77,50,56,39,54,profile_valid,field_observation,confusion_learning|morphology_learning|indirect_evidence_learning,basic_identification|species_card,not_recommended,eligible,borderline,borderline,not_recommended,borderline,multiple_organisms_stricter_species_card | global_quality_is_broad_signal_not_selection,neck:long white necks | beak:orange bills,"multiple avian species in frame complicate subject identification focus | multiple species present in scene, focus on Cygnus olor",medium,medium,medium,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0219,inaturalist::204513050,204513050,120889338,https://inaturalist-open-data.s3.amazonaws.com/photos/204513050/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/204513050.jpg,Hirundo rustica,,Barn Swallow,,taxon:birds:000043,11901,joined_from_manifest,bird,nest,valid,,84,18,73,26,38,21,89,profile_valid,field_observation|indirect_evidence_learning,,basic_identification|confusion_learning|morphology_learning|species_card,not_recommended,eligible,not_recommended,not_recommended,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,nest:mud and straw construction typical of swallows,nest only; no live organism visible | indirect evidence: nest identification assumes typical Hirundo rustica structure,high,none,high,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0188,inaturalist::178993834,178993834,106541269,https://inaturalist-open-data.s3.amazonaws.com/photos/178993834/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/178993834.jpeg,Phalacrocorax carbo,,Great Cormorant,,taxon:birds:000028,4270,joined_from_manifest,bird,whole_organism,valid,,59,45,72,56,55,55,,profile_valid,field_observation,confusion_learning|morphology_learning|species_card,basic_identification,not_recommended,eligible,borderline,borderline,borderline,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:silhouette and posture,"distant, silhouette-only identification | subject is a distant silhouette",medium,low,low,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0106,inaturalist::129884140,129884140,79307032,https://inaturalist-open-data.s3.amazonaws.com/photos/129884140/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/129884140.jpeg,Sturnus vulgaris,,European Starling,,taxon:birds:000011,14850,joined_from_manifest,bird,whole_organism,valid,,58,43,72,52,53,54,,profile_valid,field_observation,confusion_learning|morphology_learning|species_card,basic_identification,not_recommended,eligible,borderline,borderline,borderline,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:silhouette and posture,Distant subject provides poor detail for positive identification | subject is distant | subject shown as silhouette only,medium,low,low,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0097,inaturalist::12710696,12710696,9362464,https://inaturalist-open-data.s3.amazonaws.com/photos/12710696/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/12710696.jpg,Cyanistes caeruleus,,Eurasian Blue Tit,,taxon:birds:000003,144849,joined_from_manifest,bird,multiple_organisms,valid,,100,60,90,63,74,50,62,profile_valid,field_observation|morphology_learning,basic_identification|confusion_learning|indirect_evidence_learning,species_card,borderline,eligible,borderline,eligible,not_recommended,borderline,multiple_organisms_stricter_species_card | global_quality_is_broad_signal_not_selection,whole_body:long tail and black-white pattern,,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0398,inaturalist::402891504,402891504,227129726,https://inaturalist-open-data.s3.amazonaws.com/photos/402891504/original.png,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/402891504.png,Strix aluco,,Tawny Owl,,taxon:birds:000035,19898,joined_from_manifest,bird,whole_organism,valid,,99,100,100,84,87,100,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,back:mottled brown plumage | head:round head shape,,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0394,inaturalist::396591721,396591721,223803322,https://inaturalist-open-data.s3.amazonaws.com/photos/396591721/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/396591721.jpg,Egretta garzetta,,Little Egret,,taxon:birds:000030,4943,joined_from_manifest,bird,whole_organism,valid,,77,79,86,70,64,74,,profile_valid,basic_identification|field_observation|confusion_learning|species_card,morphology_learning,,eligible,eligible,eligible,borderline,eligible,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:all white plumage | beak:slender dark bill,distant view limits detail on legs and bill | subject is distant,medium,medium,medium,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0235,inaturalist::235724727,235724727,137965837,https://inaturalist-open-data.s3.amazonaws.com/photos/235724727/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/235724727.jpeg,Motacilla alba,,White Wagtail,,taxon:birds:000007,13695,joined_from_manifest,bird,whole_organism,valid,,93,96,94,84,95,89,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,breast:distinctive black bib | head:black and white facial pattern | back:grey back,,medium,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0194,inaturalist::181534756,181534756,107884014,https://inaturalist-open-data.s3.amazonaws.com/photos/181534756/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/181534756.jpeg,Ardea cinerea,,Grey Heron,,taxon:birds:000029,4954,joined_from_manifest,bird,whole_organism,valid,,100,100,100,85,100,100,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:grey plumage | beak:long sharp bill | neck:long slender neck,,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0376,inaturalist::368841977,368841977,208462296,https://inaturalist-open-data.s3.amazonaws.com/photos/368841977/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/368841977.jpg,Riparia riparia,,Bank Swallow,,taxon:birds:000044,11941,joined_from_manifest,bird,multiple_organisms,valid,,100,60,90,65,72,48,64,profile_valid,field_observation|morphology_learning,basic_identification|confusion_learning|indirect_evidence_learning,species_card,borderline,eligible,borderline,eligible,not_recommended,borderline,multiple_organisms_stricter_species_card | global_quality_is_broad_signal_not_selection,back:dark upperparts | belly:white underparts,,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0029,inaturalist::109294501,109294501,67619073,https://inaturalist-open-data.s3.amazonaws.com/photos/109294501/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/109294501.jpeg,Turdus merula,,Eurasian Blackbird,,taxon:birds:000014,12716,joined_from_manifest,bird,whole_organism,valid,,51,42,64,55,50,43,,profile_valid,,field_observation|confusion_learning|morphology_learning,basic_identification|species_card,not_recommended,borderline,borderline,borderline,not_recommended,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:silhouette,subject is a dark silhouette obscured by complex vegetation | subject heavily occluded by branches and low lighting,low,low,low,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0251,inaturalist::250224759,250224759,145650054,https://inaturalist-open-data.s3.amazonaws.com/photos/250224759/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/250224759.jpg,Fringilla coelebs,,Common Chaffinch,,taxon:birds:000005,10070,joined_from_manifest,bird,whole_organism,valid,,53,44,64,60,57,44,,profile_valid,,field_observation|confusion_learning|morphology_learning,basic_identification|species_card,not_recommended,borderline,borderline,borderline,not_recommended,not_applicable,global_quality_is_broad_signal_not_selection,wing:white wing bar,"Subject is distant and lacks sufficient detail for definitive species-level identification | Subject is small, distant, and poorly focused | Key diagnostic features (head markings) are obscured",low,low,low,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0242,inaturalist::237495251,237495251,138914365,https://inaturalist-open-data.s3.amazonaws.com/photos/237495251/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/237495251.jpg,Sturnus vulgaris,,European Starling,,taxon:birds:000011,14850,joined_from_manifest,bird,multiple_organisms,valid,,86,44,84,50,59,45,60,profile_valid,field_observation,confusion_learning|morphology_learning|indirect_evidence_learning,basic_identification|species_card,not_recommended,eligible,borderline,borderline,not_recommended,borderline,multiple_organisms_stricter_species_card | global_quality_is_broad_signal_not_selection,whole_body:silhouette outline,"backlit subject reduces identification to silhouette characteristics | subjects are backlit, resulting in silhouettes",high,high,low,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0052,inaturalist::113198384,113198384,69723977,https://inaturalist-open-data.s3.amazonaws.com/photos/113198384/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/113198384.jpg,Passer domesticus,,House Sparrow,,taxon:birds:000009,13858,joined_from_manifest,bird,whole_organism,valid,,99,100,100,84,97,100,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,beak:yellow gape | back:fledgling plumage texture,,high,high,high,unknown,juvenile,juvenile_plumage,breeding_season,,,,,,,,,,,,
pmp-policy-review-0302,inaturalist::27766970,27766970,18165890,https://inaturalist-open-data.s3.amazonaws.com/photos/27766970/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/27766970.jpg,Picus viridis,,Eurasian Green Woodpecker,,taxon:birds:000038,144243,joined_from_manifest,bird,whole_organism,valid,,93,96,94,84,87,89,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,head:red crown | back:green upperparts | back:yellow rump,,medium,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0378,inaturalist::371543431,371543431,210012742,https://inaturalist-open-data.s3.amazonaws.com/photos/371543431/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/371543431.jpg,Cyanistes caeruleus,,Eurasian Blue Tit,,taxon:birds:000003,144849,joined_from_manifest,bird,whole_organism,valid,,100,100,100,84,95,100,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,head:blue crown | breast:yellow breast,,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
